id,handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,lang,retweet_count,favorite_count,longitude,latitude,place_id,place_full_name,place_name,place_type,place_country_code,place_country,place_contained_within,place_attributes,place_bounding_box,source_url,truncated,entities,extended_entities
780925634159796224,HillaryClinton,The question in this election: Who can put the plans into action that will make your life better? https://t.co/XreEY9OicG,False,,2016-09-28T00:22:34,,,,False,en,218,651,,,,,,,,,,,,https://studio.twitter.com,False,"{'media': [{'display_url': 'pic.twitter.com/XreEY9OicG', 'expanded_url': 'https://twitter.com/HillaryClinton/status/780925634159796224/video/1', 'sizes': {'medium': {'h': 675, 'resize': 'fit', 'w': 1200}, 'small': {'h': 383, 'resize': 'fit', 'w': 680}, 'large': {'h': 720, 'resize': 'fit', 'w': 1280}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '780924569674809345', 'indices': [98, 121], 'id': 780924569674809345, 'url': 'https://t.co/XreEY9OicG', 'media_url_https': 'https://pbs.twimg.com/media/CtZnY0dVUAAkwYB.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtZnY0dVUAAkwYB.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/XreEY9OicG', 'sizes': {'medium': {'h': 675, 'resize': 'fit', 'w': 1200}, 'small': {'h': 383, 'resize': 'fit', 'w': 680}, 'large': {'h': 720, 'resize': 'fit', 'w': 1280}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'expanded_url': 'https://twitter.com/HillaryClinton/status/780925634159796224/video/1', 'indices': [98, 121], 'id': 780924569674809345, 'url': 'https://t.co/XreEY9OicG', 'video_info': {'variants': [{'content_type': 'application/dash+xml', 'url': 'https://video.twimg.com/amplify_video/780924569674809345/pl/Hi-7lXt1Y4B7gsOA.mpd'}, {'bitrate': 320000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/780924569674809345/vid/320x180/uN-fdRWGnmcmGGVo.mp4'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/780924569674809345/vid/1280x720/jdIrsRbzox7KDUgd.mp4'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/780924569674809345/pl/Hi-7lXt1Y4B7gsOA.m3u8'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/780924569674809345/vid/640x360/pROTBCbKMos05Wqg.mp4'}], 'aspect_ratio': [16, 9], 'duration_millis': 65933}, 'id_str': '780924569674809345', 'additional_media_info': {'embeddable': True, 'title': '', 'call_to_actions': {'visit_site': {'url': 'http://hrc.io/2dxWlpm'}}, 'description': '', 'monetizable': False}, 'media_url_https': 'https://pbs.twimg.com/media/CtZnY0dVUAAkwYB.jpg', 'type': 'video', 'media_url': 'http://pbs.twimg.com/media/CtZnY0dVUAAkwYB.jpg'}]}"
780916180899037184,HillaryClinton,"Last night, Donald Trump said not paying taxes was ""smart."" You know what I call it? Unpatriotic. https://t.co/t0xmBfj7zF",True,timkaine,2016-09-27T23:45:00,,,,False,en,2445,5308,,,,,,,,,,,,http://twitter.com,False,"{'media': [{'display_url': 'pic.twitter.com/t0xmBfj7zF', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'expanded_url': 'https://twitter.com/timkaine/status/780897748140847105/photo/1', 'indices': [112, 135], 'id': 780897660194742272, 'url': 'https://t.co/t0xmBfj7zF', 'source_status_id_str': '780897748140847105', 'source_user_id_str': '172858784', 'source_status_id': 780897748140847105, 'id_str': '780897660194742272', 'source_user_id': 172858784, 'media_url_https': 'https://pbs.twimg.com/media/CtZOSNnXYAAgvep.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtZOSNnXYAAgvep.jpg'}], 'user_mentions': [{'id_str': '172858784', 'name': 'Senator Tim Kaine', 'id': 172858784, 'screen_name': 'timkaine', 'indices': [3, 12]}], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/t0xmBfj7zF', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'expanded_url': 'https://twitter.com/timkaine/status/780897748140847105/photo/1', 'indices': [112, 135], 'id': 780897660194742272, 'url': 'https://t.co/t0xmBfj7zF', 'source_status_id_str': '780897748140847105', 'source_user_id_str': '172858784', 'source_status_id': 780897748140847105, 'id_str': '780897660194742272', 'source_user_id': 172858784, 'media_url_https': 'https://pbs.twimg.com/media/CtZOSNnXYAAgvep.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtZOSNnXYAAgvep.jpg'}]}"
780911564857761793,HillaryClinton,Couldn't be more proud of @HillaryClinton. Her vision and command during last night's debate showed that she's ready to be our next @POTUS.,True,POTUS,2016-09-27T23:26:40,,,,False,en,7834,27234,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '1536791610', 'name': 'President Obama', 'id': 1536791610, 'screen_name': 'POTUS', 'indices': [3, 9]}, {'id_str': '1339835893', 'name': 'Hillary Clinton', 'id': 1339835893, 'screen_name': 'HillaryClinton', 'indices': [37, 52]}], 'symbols': [], 'urls': [], 'hashtags': []}",
780907038650068994,HillaryClinton,"If we stand together, there's nothing we can't do. 

Make sure you're ready to vote: https://t.co/tTgeqxNqYm https://t.co/Q3Ymbb7UNy",False,,2016-09-27T23:08:41,,,,False,en,916,2542,,,,,,,,,,,,https://studio.twitter.com,False,"{'media': [{'display_url': 'pic.twitter.com/Q3Ymbb7UNy', 'expanded_url': 'https://twitter.com/HillaryClinton/status/780907038650068994/video/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 576, 'resize': 'fit', 'w': 1024}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'id_str': '780205537451384833', 'indices': [109, 132], 'id': 780205537451384833, 'url': 'https://t.co/Q3Ymbb7UNy', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/780205537451384833/img/PSjYwoLSqwxml48l.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/780205537451384833/img/PSjYwoLSqwxml48l.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'IWillVote.com', 'expanded_url': 'http://IWillVote.com', 'indices': [85, 108], 'url': 'https://t.co/tTgeqxNqYm'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/Q3Ymbb7UNy', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 576, 'resize': 'fit', 'w': 1024}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'expanded_url': 'https://twitter.com/HillaryClinton/status/780907038650068994/video/1', 'indices': [109, 132], 'id': 780205537451384833, 'url': 'https://t.co/Q3Ymbb7UNy', 'video_info': {'variants': [{'content_type': 'application/dash+xml', 'url': 'https://video.twimg.com/amplify_video/780205537451384833/pl/jm3G3mXpv7dfhRzf.mpd'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/780205537451384833/pl/jm3G3mXpv7dfhRzf.m3u8'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/780205537451384833/vid/640x360/5IsxZwhFY4_JuUBI.mp4'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/780205537451384833/vid/1280x720/q4bVzEO-TXsS_8Ni.mp4'}, {'bitrate': 320000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/780205537451384833/vid/320x180/K1dzAWu1oj9SmPzw.mp4'}], 'aspect_ratio': [16, 9], 'duration_millis': 117743}, 'id_str': '780205537451384833', 'additional_media_info': {'embeddable': True, 'title': '', 'description': '', 'monetizable': False}, 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/780205537451384833/img/PSjYwoLSqwxml48l.jpg', 'type': 'video', 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/780205537451384833/img/PSjYwoLSqwxml48l.jpg'}]}"
780897419462602752,HillaryClinton,Both candidates were asked about how they'd confront racial injustice. Only one had a real answer. https://t.co/sjnEokckis,False,,2016-09-27T22:30:27,,,,False,en,859,2882,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2cTNXPX', 'expanded_url': 'http://hrc.io/2cTNXPX', 'indices': [99, 122], 'url': 'https://t.co/sjnEokckis'}], 'hashtags': []}",
780893126605037568,realDonaldTrump,"Join me for a 3pm rally - tomorrow at the Mid-America Center in Council Bluffs, Iowa! Tickets:… https://t.co/dfzsbICiXc",False,,2016-09-27T22:13:24,,,,False,en,2181,6172,,,,,,,,,,,,http://twitter.com/download/iphone,True,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/7…', 'expanded_url': 'https://twitter.com/i/web/status/780893126605037568', 'indices': [96, 119], 'url': 'https://t.co/dfzsbICiXc'}], 'hashtags': []}",
780883582051123200,HillaryClinton,This election is too important to sit out. Go to https://t.co/tTgeqxNqYm and make sure you're registered. #NationalVoterRegistrationDay -H,False,,2016-09-27T21:35:28,,,,False,en,1303,2849,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'IWillVote.com', 'expanded_url': 'http://IWillVote.com', 'indices': [49, 72], 'url': 'https://t.co/tTgeqxNqYm'}], 'hashtags': [{'text': 'NationalVoterRegistrationDay', 'indices': [106, 135]}]}",
780881075891531776,HillaryClinton,When Donald Trump goes low...register to vote: https://t.co/tTgeqxNqYm https://t.co/DXz9dEwsZS,False,,2016-09-27T21:25:31,,,,False,en,1833,4954,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/DXz9dEwsZS', 'expanded_url': 'https://twitter.com/HillaryClinton/status/780881075891531776/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '780878453813997569', 'indices': [71, 94], 'id': 780878453813997569, 'url': 'https://t.co/DXz9dEwsZS', 'media_url_https': 'https://pbs.twimg.com/media/CtY80QRW8AECOb9.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtY80QRW8AECOb9.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'IWillVote.com', 'expanded_url': 'http://IWillVote.com', 'indices': [47, 70], 'url': 'https://t.co/tTgeqxNqYm'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/DXz9dEwsZS', 'expanded_url': 'https://twitter.com/HillaryClinton/status/780881075891531776/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '780878453813997569', 'indices': [71, 94], 'id': 780878453813997569, 'url': 'https://t.co/DXz9dEwsZS', 'media_url_https': 'https://pbs.twimg.com/media/CtY80QRW8AECOb9.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtY80QRW8AECOb9.jpg'}]}"
780876760086880256,realDonaldTrump,"Once again, we will have a government of, by and for the people. Join the MOVEMENT today! https://t.co/lWjYDbPHav https://t.co/uYwJrtZkAe",False,,2016-09-27T21:08:22,,,,False,en,4132,11239,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/uYwJrtZkAe', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/780876760086880256/photo/1', 'sizes': {'large': {'h': 993, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 993, 'resize': 'fit', 'w': 1200}, 'small': {'h': 563, 'resize': 'fit', 'w': 680}}, 'id_str': '780876749999595520', 'indices': [114, 137], 'id': 780876749999595520, 'url': 'https://t.co/uYwJrtZkAe', 'media_url_https': 'https://pbs.twimg.com/media/CtY7RFEWYAAnDqc.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtY7RFEWYAAnDqc.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'bit.ly/2dxrgjaMOVEMENT', 'expanded_url': 'http://bit.ly/2dxrgjaMOVEMENT', 'indices': [90, 113], 'url': 'https://t.co/lWjYDbPHav'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/uYwJrtZkAe', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/780876760086880256/photo/1', 'sizes': {'large': {'h': 993, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 993, 'resize': 'fit', 'w': 1200}, 'small': {'h': 563, 'resize': 'fit', 'w': 680}}, 'id_str': '780876749999595520', 'indices': [114, 137], 'id': 780876749999595520, 'url': 'https://t.co/uYwJrtZkAe', 'media_url_https': 'https://pbs.twimg.com/media/CtY7RFEWYAAnDqc.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CtY7RFEWYAAnDqc.jpg'}]}"
780874710049550336,HillaryClinton,3) Has Trump offered a single proposal to reduce the friction of starting a business. @HillaryClinton has https://t.co/OhFAFEFsUq,True,mcuban,2016-09-27T21:00:13,,,,False,en,1087,2824,,,,,,,,,,,,http://twitter.com,False,"{'user_mentions': [{'id_str': '16228398', 'name': 'Mark Cuban', 'id': 16228398, 'screen_name': 'mcuban', 'indices': [3, 10]}, {'id_str': '1339835893', 'name': 'Hillary Clinton', 'id': 1339835893, 'screen_name': 'HillaryClinton', 'indices': [98, 113]}], 'symbols': [], 'urls': [], 'hashtags': []}",
